1  11.6127 11.6127 0
2  10.4834 11.048 0.399256
3  10.4504 10.8488 0.311934
4  10.5022 10.7622 0.245688
5  10.4905 10.7078 0.202469
6  10.4944 10.6723 0.17182
7  10.4872 10.6458 0.149294
8  10.4778 10.6248 0.132102
9  10.4483 10.6052 0.118872
10  10.4635 10.591 0.107826
11  10.4855 10.5814 0.0984494
12  10.5071 10.5752 0.0904402
13  10.4434 10.5651 0.0840499
14  10.4843 10.5593 0.0782441
15  10.4827 10.5542 0.0731947
16  10.4557 10.5481 0.0688784
17  10.4749 10.5438 0.0649609
18  10.512 10.542 0.061376
19  10.5171 10.5407 0.0581597
20  10.4917 10.5382 0.0553032
21  10.4841 10.5357 0.0527297
22  10.4638 10.5324 0.0504338
23  10.4674 10.5296 0.0483203
24  10.4662 10.5269 0.046379
25  10.4844 10.5252 0.0445549
26  10.4546 10.5225 0.0429239
27  10.4456 10.5197 0.0414286
28  10.4597 10.5175 0.0400043
29  10.4988 10.5169 0.0386301
30  10.4694 10.5153 0.0373748
31  10.4848 10.5143 0.0361821
32  10.528 10.5147 0.0350539
33  10.4771 10.5136 0.0340102
34  10.4859 10.5128 0.0330197
35  10.4834 10.5119 0.0320869
36  10.4892 10.5113 0.0312019
37  10.4939 10.5108 0.0303622
38  10.5164 10.511 0.0295635
39  10.4573 10.5096 0.0288375
40  10.492 10.5092 0.02812
41  10.4653 10.5081 0.0274545
42  10.476 10.5073 0.0268115
43  10.5032 10.5072 0.0261881
44  10.4775 10.5066 0.0256017
45  10.4917 10.5062 0.0250349
46  10.4711 10.5055 0.0245023
47  10.4739 10.5048 0.0239901
48  10.4925 10.5045 0.0234917
49  10.4551 10.5035 0.023034
50  10.4902 10.5033 0.0225748
51  10.541 10.504 0.0221443
52  10.4876 10.5037 0.0217207
53  10.49 10.5034 0.0213124
54  10.4984 10.5033 0.0209179
55  10.4855 10.503 0.0205401
56  10.4603 10.5022 0.0201875
57  10.4775 10.5018 0.019838
58  10.471 10.5013 0.0195031
59  10.4482 10.5004 0.0191932
60  10.4801 10.5 0.0188763
61  10.4828 10.4998 0.018569
62  10.4542 10.499 0.018284
63  10.4914 10.4989 0.0179942
64  10.5073 10.499 0.0177135
65  10.4627 10.4985 0.0174498
66  10.5035 10.4986 0.0171856
67  10.4933 10.4985 0.0169293
68  10.4658 10.498 0.0166871
69  10.447 10.4973 0.0164616
70  10.4626 10.4968 0.0162339
71  10.446 10.496 0.016021
72  10.4735 10.4957 0.0158015
73  10.4731 10.4954 0.0155881
74  10.4697 10.4951 0.0153814
75  10.4499 10.4945 0.015188
76  10.4875 10.4944 0.0149885
77  10.5274 10.4948 0.0148
78  10.4692 10.4945 0.0146139
79  10.4882 10.4944 0.0144291
80  10.5403 10.495 0.0142601
81  10.4785 10.4948 0.0140855
82  10.4606 10.4944 0.0139199
83  10.4864 10.4943 0.0137526
84  10.48 10.4941 0.0135899
85  10.5109 10.4943 0.0134314
86  10.4569 10.4939 0.0132823
87  10.4815 10.4937 0.0131304
88  10.4624 10.4934 0.012986
89  10.4395 10.4928 0.0128542
90  10.4686 10.4925 0.0127142
91  10.4946 10.4925 0.0125745
92  10.4473 10.492 0.0124474
93  10.5132 10.4922 0.0123157
94  10.4975 10.4923 0.0121848
95  10.4949 10.4923 0.0120565
96  10.4609 10.492 0.0119354
97  10.4905 10.492 0.0118124
98  10.5041 10.4921 0.0116925
99  10.4601 10.4918 0.0115788
100  10.4672 10.4915 0.0114656
