1  10.2927 10.2927 0
2  9.27491 9.78383 0.359856
3  9.27491 9.61419 0.277017
4  9.27491 9.52937 0.220366
5  9.27491 9.47848 0.182074
6  9.27491 9.44455 0.154857
7  9.27491 9.42032 0.134618
8  9.27491 9.40214 0.119011
9  9.27491 9.388 0.106624
10  9.27491 9.3767 0.0965595
11  9.27491 9.36744 0.0882236
12  9.27491 9.35973 0.0812079
13  9.27491 9.35321 0.0752227
14  9.27491 9.34761 0.0700573
15  9.27491 9.34277 0.0655542
16  9.27491 9.33853 0.0615941
17  9.27491 9.33479 0.0580845
18  9.27491 9.33146 0.0549527
19  9.27491 9.32848 0.052141
20  9.27491 9.3258 0.0496027
21  9.27491 9.32338 0.0472998
22  9.27491 9.32118 0.0452011
23  9.27491 9.31917 0.0432806
24  9.27491 9.31732 0.0415165
25  9.27491 9.31563 0.0398905
26  9.27491 9.31406 0.0383869
27  9.27491 9.31261 0.0369926
28  9.27491 9.31126 0.0356959
29  9.27491 9.31001 0.034487
30  9.27491 9.30884 0.0333573
31  9.27491 9.30775 0.0322992
32  9.27491 9.30672 0.0313061
33  9.27491 9.30576 0.0303723
34  9.27491 9.30485 0.0294925
35  9.27491 9.30399 0.0286623
36  9.27491 9.30319 0.0278775
37  9.27491 9.30242 0.0271345
38  9.27491 9.3017 0.0264301
39  9.27491 9.30101 0.0257613
40  9.27491 9.30036 0.0251256
41  9.27491 9.29974 0.0245204
42  9.27491 9.29915 0.0239437
43  9.27491 9.29858 0.0233935
44  9.27491 9.29805 0.022868
45  9.27491 9.29753 0.0223656
46  9.27491 9.29704 0.0218848
47  9.27491 9.29657 0.0214243
48  9.27491 9.29612 0.0209827
49  9.27491 9.29568 0.0205589
50  9.27491 9.29527 0.0201519
51  9.27491 9.29487 0.0197607
52  9.27491 9.29449 0.0193845
53  9.27491 9.29412 0.0190222
54  9.27491 9.29376 0.0186733
55  9.27491 9.29342 0.0183369
56  9.27491 9.29309 0.0180125
57  9.27491 9.29277 0.0176993
58  9.27491 9.29246 0.0173968
59  9.27491 9.29216 0.0171045
60  9.27491 9.29188 0.0168218
61  9.27491 9.2916 0.0165483
62  9.27491 9.29133 0.0162836
63  9.27491 9.29107 0.0160272
64  9.27491 9.29082 0.0157788
65  9.27491 9.29057 0.0155379
66  9.27491 9.29033 0.0153043
67  9.27491 9.2901 0.0150776
68  9.27491 9.28988 0.0148576
69  9.27491 9.28966 0.0146438
70  9.27491 9.28945 0.0144361
71  9.27491 9.28925 0.0142343
72  9.27491 9.28905 0.014038
73  9.27491 9.28886 0.013847
74  9.27491 9.28867 0.0136612
75  9.27491 9.28848 0.0134802
76  9.27491 9.28831 0.013304
77  9.27491 9.28813 0.0131324
78  9.27491 9.28796 0.0129651
79  9.27491 9.2878 0.0128021
80  9.27491 9.28764 0.0126431
81  9.27491 9.28748 0.0124879
82  9.27491 9.28733 0.0123366
83  9.27491 9.28718 0.0121889
84  9.27491 9.28703 0.0120446
85  9.27491 9.28689 0.0119038
86  9.27491 9.28675 0.0117662
87  9.27491 9.28661 0.0116317
88  9.27491 9.28648 0.0115003
89  9.27491 9.28635 0.0113718
90  9.27491 9.28622 0.0112462
91  9.27491 9.2861 0.0111233
92  9.27491 9.28598 0.011003
93  9.27491 9.28586 0.0108854
94  9.27491 9.28574 0.0107702
95  9.27491 9.28563 0.0106574
96  9.27491 9.28552 0.010547
97  9.27491 9.28541 0.0104388
98  9.27491 9.2853 0.0103329
99  9.27491 9.28519 0.010229
100  9.27491 9.28509 0.0101272
