1  8.77716 8.77716 0
2  7.87036 8.32376 0.3206
3  7.86198 8.16984 0.247946
4  7.89747 8.10174 0.195085
5  7.84531 8.05046 0.16267
6  7.85395 8.01771 0.138816
7  7.86827 7.99636 0.120616
8  7.86973 7.98053 0.106572
9  7.83964 7.96488 0.0958738
10  7.87844 7.95623 0.0866751
11  7.85283 7.94683 0.0793036
12  7.85765 7.9394 0.0730424
13  7.85248 7.93271 0.0677291
14  7.8317 7.9255 0.0632745
15  7.80869 7.91771 0.0595334
16  7.85242 7.91363 0.0559522
17  7.88675 7.91205 0.0526833
18  7.83555 7.9078 0.0499275
19  7.8237 7.90337 0.0474956
20  7.85106 7.90076 0.0451927
21  7.85337 7.8985 0.043097
22  7.85563 7.89655 0.0411821
23  7.84573 7.89434 0.0394508
24  7.81988 7.89124 0.0379288
25  7.83236 7.88889 0.0364847
26  7.86614 7.88801 0.0350919
27  7.84847 7.88655 0.0338228
28  7.88007 7.88631 0.0326156
29  7.92052 7.88749 0.0315123
30  7.83397 7.88571 0.0305123
31  7.85976 7.88487 0.0295395
32  7.8854 7.88489 0.0286164
33  7.83169 7.88328 0.0277946
34  7.88527 7.88334 0.0269772
35  7.85647 7.88257 0.0262174
36  7.86198 7.882 0.0254953
37  7.87167 7.88172 0.0248078
38  7.88416 7.88178 0.024155
39  7.85034 7.88097 0.0235491
40  7.83716 7.87988 0.0229859
41  7.87796 7.87983 0.0224253
42  7.87627 7.87975 0.0218915
43  7.84052 7.87884 0.0214014
44  7.80767 7.87722 0.020976
45  7.85576 7.87674 0.0205153
46  7.86348 7.87645 0.0200714
47  7.87494 7.87642 0.0196443
48  7.87705 7.87643 0.0192351
49  7.85882 7.87607 0.0188459
50  7.81997 7.87495 0.0185023
51  7.80604 7.8736 0.0181888
52  7.88945 7.87391 0.0178416
53  7.83476 7.87317 0.0175202
54  7.89925 7.87365 0.0172025
55  7.87314 7.87364 0.0168897
56  7.94799 7.87497 0.0166402
57  7.85636 7.87464 0.0163514
58  7.83589 7.87397 0.0160832
59  7.86274 7.87378 0.0158117
60  7.90441 7.87429 0.0155564
61  7.78096 7.87276 0.0153765
62  7.85098 7.87241 0.0151325
63  7.8323 7.87178 0.0149056
64  7.85406 7.8715 0.0146753
65  7.82606 7.8708 0.0144662
66  7.81691 7.86998 0.01427
67  7.81982 7.86923 0.0140767
68  7.87188 7.86927 0.0138697
69  7.8822 7.86946 0.01367
70  7.89142 7.86977 0.0134783
71  7.86547 7.86971 0.0132886
72  7.84512 7.86937 0.0131084
73  7.86553 7.86932 0.0129289
74  7.82651 7.86874 0.0127672
75  7.86936 7.86875 0.0125969
76  7.87063 7.86877 0.0124312
77  7.83654 7.86836 0.0122768
78  7.90221 7.86879 0.0121271
79  7.86926 7.8688 0.0119736
80  7.89112 7.86907 0.0118272
81  7.8683 7.86907 0.0116812
82  7.86618 7.86903 0.0115388
83  7.87196 7.86907 0.0113998
84  7.84868 7.86882 0.0112667
85  7.85781 7.86869 0.0111349
86  7.82403 7.86817 0.0110175
87  7.83356 7.86778 0.010898
88  7.88916 7.86802 0.0107769
89  7.90509 7.86844 0.0106639
90  7.87246 7.86848 0.0105455
91  7.89976 7.86882 0.0104352
92  7.82199 7.86832 0.0103342
93  7.86384 7.86827 0.0102232
94  7.90815 7.86869 0.0101232
95  7.8328 7.86831 0.0100237
96  7.85172 7.86814 0.00992076
97  7.90137 7.86848 0.0098244
98  7.8832 7.86863 0.0097253
99  7.89402 7.86889 0.00963044
100  7.84482 7.86865 0.00953714
