1  6.98198 6.98198 0
2  6.13125 6.55662 0.300779
3  6.13125 6.41483 0.23154
4  6.13125 6.34394 0.184189
5  6.13125 6.3014 0.152183
6  6.13125 6.27304 0.129435
7  6.13125 6.25279 0.112518
8  6.13125 6.23759 0.0994732
9  6.13125 6.22578 0.0891196
10  6.13125 6.21633 0.0807074
11  6.13125 6.20859 0.07374
12  6.13125 6.20215 0.067876
13  6.13125 6.19669 0.0628735
14  6.13125 6.19202 0.058556
15  6.13125 6.18797 0.0547923
16  6.13125 6.18442 0.0514823
17  6.13125 6.1813 0.0485488
18  6.13125 6.17852 0.0459312
19  6.13125 6.17603 0.0435811
20  6.13125 6.17379 0.0414595
21  6.13125 6.17176 0.0395347
22  6.13125 6.16992 0.0377805
23  6.13125 6.16824 0.0361753
24  6.13125 6.1667 0.0347008
25  6.13125 6.16528 0.0333417
26  6.13125 6.16397 0.032085
27  6.13125 6.16276 0.0309195
28  6.13125 6.16164 0.0298357
29  6.13125 6.16059 0.0288253
30  6.13125 6.15961 0.0278811
31  6.13125 6.1587 0.0269967
32  6.13125 6.15784 0.0261666
33  6.13125 6.15703 0.0253861
34  6.13125 6.15627 0.0246508
35  6.13125 6.15556 0.0239568
36  6.13125 6.15488 0.0233009
37  6.13125 6.15425 0.0226799
38  6.13125 6.15364 0.0220911
39  6.13125 6.15307 0.0215321
40  6.13125 6.15252 0.0210007
41  6.13125 6.152 0.0204949
42  6.13125 6.15151 0.0200129
43  6.13125 6.15104 0.019553
44  6.13125 6.15059 0.0191138
45  6.13125 6.15016 0.0186939
46  6.13125 6.14975 0.018292
47  6.13125 6.14935 0.0179071
48  6.13125 6.14898 0.017538
49  6.13125 6.14862 0.0171838
50  6.13125 6.14827 0.0168436
51  6.13125 6.14793 0.0165166
52  6.13125 6.14761 0.0162021
53  6.13125 6.1473 0.0158994
54  6.13125 6.14701 0.0156077
55  6.13125 6.14672 0.0153266
56  6.13125 6.14644 0.0150554
57  6.13125 6.14618 0.0147936
58  6.13125 6.14592 0.0145408
59  6.13125 6.14567 0.0142964
60  6.13125 6.14543 0.0140602
61  6.13125 6.1452 0.0138316
62  6.13125 6.14497 0.0136104
63  6.13125 6.14476 0.0133961
64  6.13125 6.14455 0.0131884
65  6.13125 6.14434 0.0129871
66  6.13125 6.14414 0.0127918
67  6.13125 6.14395 0.0126024
68  6.13125 6.14376 0.0124184
69  6.13125 6.14358 0.0122398
70  6.13125 6.14341 0.0120662
71  6.13125 6.14324 0.0118974
72  6.13125 6.14307 0.0117334
73  6.13125 6.14291 0.0115737
74  6.13125 6.14275 0.0114184
75  6.13125 6.1426 0.0112672
76  6.13125 6.14245 0.0111199
77  6.13125 6.1423 0.0109765
78  6.13125 6.14216 0.0108367
79  6.13125 6.14202 0.0107004
80  6.13125 6.14189 0.0105675
81  6.13125 6.14176 0.0104378
82  6.13125 6.14163 0.0103113
83  6.13125 6.1415 0.0101878
84  6.13125 6.14138 0.0100673
85  6.13125 6.14126 0.00994955
86  6.13125 6.14115 0.00983453
87  6.13125 6.14103 0.00972215
88  6.13125 6.14092 0.00961231
89  6.13125 6.14081 0.00950492
90  6.13125 6.14071 0.0093999
91  6.13125 6.1406 0.00929718
92  6.13125 6.1405 0.00919668
93  6.13125 6.1404 0.00909833
94  6.13125 6.1403 0.00900206
95  6.13125 6.14021 0.0089078
96  6.13125 6.14012 0.0088155
97  6.13125 6.14002 0.00872509
98  6.13125 6.13993 0.00863652
99  6.13125 6.13985 0.00854973
100  6.13125 6.13976 0.00846466
