1 -0.950271 -0.950271 0
2 -0.962441 -0.956356 0.00608494
3 -1.03229 -0.981667 0.0255541
4 -1.05525 -1.00006 0.0257865
5 -0.936841 -0.98742 0.02364
6 -1.01626 -0.992226 0.0198915
7 -0.985139 -0.991214 0.0168419
8 -0.962439 -0.987617 0.0150225
9 -0.997752 -0.988743 0.0132963
10 -1.07081 -0.99695 0.0144495
11 -1.01305 -0.998414 0.0131517
12 -1.01475 -0.999775 0.0120827
13 -0.986459 -0.99875 0.0111616
14 -1.08292 -1.00476 0.0119553
15 -1.04463 -1.00742 0.0114427
16 -0.925728 -1.00231 0.011859
17 -0.977189 -1.00084 0.0112372
18 -1.02579 -1.00222 0.0106849
19 -1.08833 -1.00675 0.0110765
20 -0.99198 -1.00602 0.0105341
21 -1.0542 -1.00831 0.0102792
22 -0.966846 -1.00643 0.00998044
23 -1.03316 -1.00759 0.00960721
24 -1.03754 -1.00884 0.00928245
25 -0.948178 -1.00641 0.00922809
26 -1.03712 -1.00759 0.00894439
27 -0.912882 -1.00408 0.0092941
28 -1.01949 -1.00463 0.00897291
29 -1.00224 -1.00455 0.00865836
30 -0.92305 -1.00183 0.00879488
31 -0.899065 -0.998519 0.0091296
32 -1.07521 -1.00092 0.00915881
33 -1.05499 -1.00255 0.00902692
34 -1.0607 -1.00426 0.00892281
35 -0.8562 -1.00003 0.00964175
36 -1.08141 -1.00229 0.0096389
37 -1.04966 -1.00357 0.00946177
38 -1.02117 -1.00404 0.00922105
39 -1.02314 -1.00453 0.00899485
40 -1.06365 -1.00601 0.0088908
41 -1.01919 -1.00633 0.0086772
42 -0.959933 -1.00522 0.00853982
43 -0.964285 -1.00427 0.00839302
44 -0.993087 -1.00402 0.00820399
45 -1.03127 -1.00462 0.00804245
46 -1.00604 -1.00465 0.00786573
47 -1.0078 -1.00472 0.00769685
48 -1.01331 -1.0049 0.00753691
49 -1.03632 -1.00554 0.0074093
50 -0.963261 -1.00469 0.00730868
51 -0.928406 -1.0032 0.00731844
52 -0.974397 -1.00264 0.00719766
53 -1.07861 -1.00408 0.00720456
54 -1.04758 -1.00488 0.00711563
55 -0.995156 -1.00471 0.0069873
56 -1.07703 -1.006 0.00698187
57 -1.00146 -1.00592 0.00685875
58 -1.0357 -1.00643 0.00675899
59 -0.976743 -1.00593 0.00666248
60 -0.97925 -1.00548 0.00656557
61 -0.964211 -1.00481 0.00649239
62 -0.984002 -1.00447 0.00639563
63 -1.12479 -1.00638 0.00657671
64 -1.01161 -1.00646 0.00647365
65 -0.908279 -1.00495 0.00654983
66 -0.980552 -1.00458 0.00646042
67 -0.98733 -1.00433 0.00636847
68 -0.951387 -1.00355 0.00632223
69 -1.02925 -1.00392 0.00624106
70 -1.05269 -1.00462 0.0061906
71 -0.960646 -1.004 0.00613412
72 -1.03905 -1.00448 0.00606789
73 -1.05956 -1.00524 0.00603157
74 -1.03243 -1.00561 0.00596084
75 -1.05852 -1.00631 0.005923
76 -1.01287 -1.0064 0.00584519
77 -1.03052 -1.00671 0.00577727
78 -1.05116 -1.00728 0.00573112
79 -1.02617 -1.00752 0.00566316
80 -0.908663 -1.00628 0.00572683
81 -0.981553 -1.00598 0.00566392
82 -1.03738 -1.00636 0.00560752
83 -1.01437 -1.00646 0.00554038
84 -0.939382 -1.00566 0.00553197
85 -1.02786 -1.00592 0.00547273
86 -1.04866 -1.00642 0.00543151
87 -1.06853 -1.00713 0.00541597
88 -0.966892 -1.00667 0.00537357
89 -1.07068 -1.00739 0.0053613
90 -0.982812 -1.00712 0.00530843
91 -1.00949 -1.00715 0.00524983
92 -0.979279 -1.00684 0.00520128
93 -0.980852 -1.00656 0.00515264
94 -1.03985 -1.00692 0.00510981
95 -1.03446 -1.00721 0.00506404
96 -1.02769 -1.00742 0.00501556
97 -1.01641 -1.00751 0.00496445
98 -0.957034 -1.007 0.00494045
99 -0.977733 -1.0067 0.00489922
100 -1.0098 -1.00673 0.00485008
101 -0.984983 -1.00652 0.00480665
