-0.972012 0.00154388 0.334867 0.0103514 77.257 1.52825 -0.123602 0.0810239
-0.956632 0.00106614 0.397843 0.0061138 60.3632 1.13329 -0.104112 0.0634879
-0.934318 0.00161008 0.43324 0.00645905 44.088 1.16883 -0.026828 0.0424934
-0.913726 0.00106446 0.427444 0.00595211 32.8432 0.863967 0.0081998 0.0304391
-0.891436 0.00122535 0.427352 0.00536681 24.4687 0.643587 0.0385838 0.0189745
-0.87067 0.000792411 0.439977 0.00474845 19.6384 0.397649 0.0316658 0.0156814
-0.84823 0.000592778 0.432657 0.00485908 14.7597 0.210747 0.0193958 0.0157784
-0.82628 0.000760476 0.439279 0.00387349 12.4459 0.26066 0.0008358 0.00937425
-0.805036 0.000861277 0.432762 0.0030739 10.4935 0.209675 -0.0062354 0.00868733
-0.78292 0.00053712 0.430493 0.00345672 8.59908 0.15515 0.0034908 0.00636968
-0.76193 0.000551051 0.418201 0.00292498 7.30655 0.110712 0.0022506 0.00544332
-0.741532 0.000631484 0.406951 0.00265527 6.38602 0.0570329 0.0006296 0.00482168
-0.720251 0.000529825 0.397211 0.00233473 5.54963 0.0653083 0.0043378 0.0031237
-0.700465 0.000380386 0.385138 0.00174807 4.99742 0.0397999 0.0022136 0.00367218
-0.682102 0.000448905 0.369462 0.00158373 4.32016 0.053951 0.0096202 0.00490176
-0.663994 0.000511405 0.357162 0.00178353 3.96735 0.0443794 0.003431 0.00333986
-0.64677 0.000631127 0.347301 0.00160466 3.63257 0.0374466 0.0050436 0.00268119
-0.629228 0.000452658 0.331021 0.00125522 3.23462 0.0231303 0.0034198 0.00318126
-0.613576 0.000456594 0.316326 0.00137515 2.99456 0.0165525 0.0056162 0.00271718
-0.598072 0.000422416 0.303683 0.00134241 2.79189 0.019979 0.0065354 0.00237488
-0.58305 0.000437519 0.293579 0.00110321 2.52354 0.0185839 0.0041214 0.00281367
-0.567983 0.000452525 0.280946 0.00116834 2.37116 0.0173803 0.0077002 0.00200402
-0.554873 0.000488075 0.27083 0.00140451 2.20046 0.0172918 0.0052194 0.00216198
-0.541962 0.000418735 0.260723 0.000685441 2.03973 0.0110888 0.0046944 0.00157004
-0.52768 0.00050986 0.248383 0.00102652 1.87917 0.0164804 0.0051936 0.00146449
-0.515763 0.000387247 0.239713 0.000820771 1.77451 0.0144849 0.006839 0.00187804
-0.504285 0.000389913 0.23023 0.000748853 1.68933 0.0124487 0.007475 0.00181315
-0.493619 0.000491829 0.220077 0.00077684 1.5913 0.0108753 0.0058178 0.00128903
-0.483268 0.000393766 0.212884 0.00078796 1.5088 0.0108337 0.008031 0.00153974
-0.472616 0.000380993 0.203572 0.000631095 1.42915 0.0114723 0.0052852 0.00144372
-0.462405 0.000467072 0.195215 0.000614059 1.35038 0.00782839 0.0044864 0.00161389
