0.988977 0 1.00217 0
0.997049 0.442452 0.999856 0.134796
1.00066 0.327072 0.996869 0.110594
0.997938 0.273822 0.997394 0.100557
0.998724 0.234488 0.998214 0.0816937
0.999397 0.213396 0.999333 0.0661148
0.998549 0.196644 0.998028 0.0624395
0.998934 0.18331 0.998202 0.056452
0.999174 0.169185 0.998365 0.0525687
0.998793 0.160423 0.998828 0.0486727
0.996849 0.152925 0.999454 0.0443449
0.998328 0.144765 0.999763 0.0421407
0.998939 0.138184 1.00049 0.0383516
0.999634 0.132896 1.0007 0.0362247
0.997257 0.129386 1.00118 0.0338932
0.996536 0.125181 1.0016 0.0317265
0.996204 0.120971 1.00172 0.0293361
0.996861 0.117099 1.00161 0.0271416
0.997307 0.113533 1.00157 0.0261313
0.996994 0.110587 1.00176 0.025869
0.997513 0.107629 1.00127 0.0256214
0.99842 0.104216 1.00117 0.0255034
0.998683 0.101536 1.00119 0.0245874
0.99826 0.0997407 1.00111 0.0242516
0.997177 0.0975622 1.00081 0.0241911
0.99767 0.095642 1.00075 0.0241933
0.997618 0.093884 1.00044 0.0239643
0.997675 0.0920514 1.00069 0.0230612
0.997915 0.0903742 1.00089 0.0216104
0.99818 0.0885136 1.00084 0.0212893
0.998151 0.0869896 1.00093 0.0204181
0.997591 0.0857342 1.00093 0.0204535
0.996773 0.0845358 1.00074 0.0205714
0.996559 0.0833992 1.00088 0.0198931
0.997425 0.0820015 1.00094 0.0195318
0.997186 0.0810704 1.00112 0.0189183
0.997137 0.0800775 1.00102 0.01861
0.997132 0.0792391 1.00096 0.0183401
0.997037 0.0783887 1.00081 0.0181687
0.997116 0.0773901 1.00085 0.0179822
0.996527 0.0767418 1.00092 0.0175158
0.996587 0.0757896 1.00076 0.0175325
0.996154 0.0751373 1.00094 0.0170639
0.996509 0.0741586 1.00081 0.0169964
0.996761 0.0731861 1.00091 0.0167839
0.996503 0.0725332 1.00095 0.0166431
0.996831 0.0714924 1.00086 0.0167534
0.996915 0.0706885 1.00079 0.0167545
0.996882 0.0699871 1.00087 0.0165227
0.996389 0.0695058 1.00084 0.0165019
0.99685 0.0685639 1.00084 0.0164744
0.99713 0.0676835 1.00075 0.0164648
0.997134 0.0669632 1.00076 0.0161908
0.997276 0.0663435 1.00065 0.0162468
0.997081 0.0657951 1.00075 0.0159151
0.997699 0.0650321 1.00071 0.0159186
0.997767 0.0644337 1.00065 0.0158052
0.998143 0.0637162 1.00048 0.0158922
0.998192 0.0631836 1.00048 0.0157444
0.998588 0.0625253 1.00057 0.0156678
0.998553 0.0620832 1.00065 0.0155103
0.998376 0.0616263 1.00077 0.015322
0.998374 0.0610315 1.00081 0.0151197
0.998275 0.0605953 1.00074 0.0149476
0.998458 0.0600747 1.00075 0.0148692
0.998103 0.0596957 1.00074 0.0148489
0.997925 0.0591705 1.00069 0.014923
0.997948 0.0587942 1.00071 0.0148244
0.997501 0.0583911 1.00071 0.0148822
0.997659 0.0579198 1.00074 0.0147316
0.997809 0.0575263 1.00065 0.014748
0.997458 0.0571518 1.00071 0.0146022
0.997729 0.0566891 1.00075 0.0144955
0.998018 0.0561896 1.00079 0.0143347
0.997751 0.0559135 1.00064 0.0143919
0.998046 0.0554406 1.00061 0.0143498
0.997808 0.055147 1.0006 0.0142936
0.997904 0.0547143 1.00061 0.0140787
0.997553 0.0545552 1.00059 0.0139814
0.99759 0.0541665 1.00053 0.0139358
0.997699 0.053855 1.00049 0.013867
0.998133 0.0534026 1.00048 0.0137579
0.998257 0.05307 1.00052 0.0135858
0.998323 0.0527345 1.00053 0.0135187
0.998393 0.0524647 1.00052 0.0134765
0.998458 0.0521834 1.00052 0.0133797
0.998693 0.0517827 1.00047 0.0133754
0.998852 0.0514109 1.00041 0.0134085
0.998706 0.0511695 1.00041 0.0133436
0.998683 0.0509086 1.00045 0.0132076
0.99874 0.0505921 1.00043 0.0131168
0.998637 0.050371 1.00043 0.0130663
0.9984 0.050116 1.00053 0.0129209
0.998559 0.0498259 1.00047 0.0128814
0.998397 0.0496626 1.00054 0.0127754
0.998332 0.0493607 1.00063 0.0126429
0.998331 0.0491019 1.00066 0.012497
0.998476 0.048791 1.00067 0.0124599
0.99847 0.0485055 1.00063 0.0124224
0.998642 0.0482601 1.00059 0.0123809
