1 0 1 1.06416e-09
1.41351 0.0113947 1.29507 0.0103422
1.73378 0.0199719 1.5169 0.0175347
2.00215 0.0280377 1.73521 0.0250336
2.251 0.0367912 1.92205 0.0323387
2.44683 0.0449909 2.07888 0.0391631
2.65537 0.0538533 2.22554 0.0457425
2.82641 0.0608627 2.39044 0.0543201
3.0006 0.0688354 2.52469 0.061525
3.14767 0.0768572 2.64305 0.0681403
3.32388 0.0856288 2.80849 0.0772921
3.44325 0.0917357 2.87749 0.0802407
3.61627 0.102439 2.99545 0.0887779
3.74371 0.111199 3.11695 0.0967161
3.8401 0.116511 3.20022 0.102064
4.02214 0.126471 3.34281 0.110604
4.12606 0.136262 3.43685 0.119738
4.25448 0.142658 3.50051 0.123187
4.35109 0.151233 3.59965 0.130071
4.49673 0.1619 3.70103 0.138336
4.59452 0.168464 3.79575 0.144562
4.68788 0.175726 3.86579 0.150712
4.78414 0.182591 3.95794 0.15927
4.91553 0.193619 4.04731 0.165728
5.00953 0.201759 4.1493 0.174593
5.09733 0.208607 4.21036 0.17906
5.20434 0.214327 4.27504 0.183863
5.27526 0.219333 4.3847 0.194932
5.39802 0.233355 4.43253 0.200851
5.46986 0.242016 4.49924 0.207863
5.58145 0.249321 4.56451 0.208868
5.64124 0.252514 4.6535 0.219613
5.75063 0.271868 4.74828 0.23187
5.83467 0.273157 4.81331 0.238654
5.88027 0.276309 4.86682 0.23779
5.98359 0.289175 4.96932 0.255003
6.10315 0.301857 5.01687 0.258009
6.13902 0.30516 5.09439 0.267105
6.22517 0.309743 5.1466 0.275176
6.35341 0.328025 5.25189 0.282275
6.3949 0.326564 5.19541 0.276512
6.47901 0.340724 5.31636 0.290364
6.56087 0.347627 5.39657 0.301159
6.64146 0.359804 5.45015 0.308227
6.67357 0.353955 5.46912 0.307283
6.82734 0.372863 5.56556 0.320813
6.84013 0.375736 5.68061 0.336086
6.90883 0.387208 5.66091 0.32541
7.02115 0.399318 5.75844 0.346769
7.07729 0.402318 5.77542 0.344611
7.15141 0.414645 5.8323 0.351549
7.16757 0.414018 5.89093 0.36176
7.31326 0.431185 5.98314 0.366783
7.34556 0.434331 6.03711 0.372682
7.39466 0.442572 6.06377 0.375077
7.43146 0.447449 6.09942 0.383583
7.5202 0.458068 6.13129 0.388407
7.55104 0.459942 6.21839 0.404644
7.69528 0.47026 6.35824 0.416552
7.76216 0.489359 6.36487 0.419091
7.85369 0.505021 6.38006 0.428652
7.8501 0.492068 6.46712 0.430532
7.92241 0.508117 6.50915 0.436293
8.02875 0.522947 6.58086 0.447688
8.07339 0.528271 6.66145 0.464886
8.11415 0.542072 6.67429 0.465
8.21529 0.553381 6.7778 0.478613
8.24824 0.543531 6.77341 0.470201
8.34361 0.558172 6.83566 0.476609
8.3785 0.570414 6.89361 0.492747
8.4645 0.588135 6.905 0.500205
8.46919 0.573931 6.92111 0.494153
8.49132 0.5919 6.94977 0.487447
8.62639 0.604586 7.04939 0.521637
8.6531 0.606448 7.09439 0.527732
8.75814 0.624959 7.19253 0.538544
8.71142 0.612311 7.17157 0.534135
8.81449 0.630332 7.25315 0.548839
8.90801 0.646347 7.24972 0.557394
8.92274 0.650529 7.281 0.559082
9.04418 0.666645 7.36299 0.553769
9.10846 0.691618 7.42382 0.585634
9.10003 0.671744 7.45471 0.586318
9.21006 0.698566 7.49966 0.587081
9.2261 0.686915 7.50336 0.598771
9.30809 0.702078 7.66267 0.598954
9.32364 0.704576 7.67456 0.624197
9.37747 0.711428 7.6958 0.618132
9.43409 0.731155 7.74283 0.624591
9.48373 0.722546 7.7175 0.618941
9.523 0.745091 7.83919 0.638241
9.56563 0.740531 7.82925 0.645423
9.67912 0.758952 7.87894 0.648841
9.66961 0.757422 7.87001 0.630089
9.73993 0.768227 7.97496 0.66099
9.81233 0.773015 8.11329 0.675666
9.89609 0.793703 8.07971 0.693471
9.91928 0.807916 8.10218 0.697175
9.95421 0.800643 8.16965 0.695743
9.98952 0.815449 8.14854 0.69303
