1.41877 0
1.36852 0.0502533
1.373 0.029358
1.40941 0.0419123
1.40529 0.0327257
1.42547 0.0334878
1.46393 0.0477479
1.4583 0.0417326
1.45715 0.0368225
1.46012 0.0330678
1.4845 0.038591
1.4882 0.0354225
1.48175 0.0332174
1.48175 0.0307533
1.47096 0.0305968
1.47723 0.0292997
1.47552 0.0275752
1.47606 0.0260037
1.48466 0.0260558
1.48895 0.0250886
1.49633 0.0249812
1.49125 0.0243556
1.50262 0.0259004
1.50079 0.0248648
1.49723 0.0241137
1.49786 0.0231763
1.49734 0.0223075
1.5127 0.026424
1.50923 0.0257327
1.50707 0.0249535
1.50554 0.0241833
1.50532 0.0234165
1.50106 0.0230932
1.50202 0.0224245
1.50142 0.0217827
1.49281 0.0228529
1.49527 0.0223619
1.4907 0.0222389
1.48757 0.0218873
1.48883 0.0213703
1.48697 0.0209249
1.4886 0.0204855
1.48831 0.0200056
1.48807 0.019547
1.49008 0.0192123
1.49017 0.0187902
1.48857 0.0184552
1.4883 0.0180687
1.48747 0.0177155
1.49099 0.0177109
1.49128 0.0173627
1.49073 0.0170345
1.48992 0.0167295
1.48814 0.0165135
1.48707 0.0162455
1.4892 0.016095
1.48745 0.0159074
1.49085 0.015997
1.49233 0.0157924
1.49688 0.0161819
1.49713 0.0159164
1.49459 0.0158627
1.49285 0.0157055
1.49468 0.0155666
1.49023 0.0159586
1.48897 0.0157654
1.48986 0.0155538
1.49015 0.015326
1.49303 0.0153741
1.49336 0.0151565
1.49258 0.0149615
1.49549 0.0150364
1.49567 0.01483
1.49614 0.0146359
1.49643 0.0144422
1.49811 0.0143495
1.49713 0.0141954
1.49528 0.0141339
1.4963 0.0139909
1.49666 0.0138197
1.49446 0.0138238
1.49606 0.0137473
1.49394 0.0137454
1.49573 0.0136987
1.49626 0.0135468
1.49744 0.0134399
1.49668 0.0133057
1.49756 0.0131826
1.49538 0.0132139
1.49526 0.0130669
1.4967 0.0130025
1.4969 0.012862
1.49572 0.0127783
1.4962 0.0126511
1.49667 0.0125258
1.49756 0.0124269
1.49749 0.0122984
1.49588 0.0122777
1.49543 0.0121615
1.49454 0.0120718
