0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-0.240096 -0.279251 -0.82607
-0.34967 0.60338 0.21885
-0.34967 0.60338 0.21885
-0.34967 0.60338 0.21885
-0.34967 0.60338 0.21885
0.775523 0.629146 -0.0520967
0.88106 -0.331163 0.261057
0.88106 -0.331163 0.261057
0.88106 -0.331163 0.261057
1.23199 0.515854 0.420986
1.23199 0.515854 0.420986
0.185539 -0.388936 0.349829
0.185539 -0.388936 0.349829
0.185539 -0.388936 0.349829
0.220096 -0.144253 -0.165654
0.220096 -0.144253 -0.165654
0.220096 -0.144253 -0.165654
0.325547 0.346154 0.90204
0.832493 0.457959 0.682958
0.832493 0.457959 0.682958
1.032 0.820015 0.149073
0.0336111 1.90291 -0.555558
0.209859 0.749236 -1.64444
0.354776 0.396698 -1.26696
0.354776 0.396698 -1.26696
0.354776 0.396698 -1.26696
0.354776 0.396698 -1.26696
0.485642 0.83603 -1.83521
0.247552 1.63635 -1.5586
0.247552 1.63635 -1.5586
0.247552 1.63635 -1.5586
-0.567282 2.06978 -1.0077
-0.567282 2.06978 -1.0077
-0.567282 2.06978 -1.0077
0.135534 2.3409 -0.292751
-0.722513 1.39793 0.0246439
-0.722513 1.39793 0.0246439
-1.37301 2.0472 -1.1055
-1.37301 2.0472 -1.1055
-1.37301 2.0472 -1.1055
-1.37301 2.0472 -1.1055
-1.01621 2.01288 -0.00478895
-1.01621 2.01288 -0.00478895
-0.0590259 2.41275 0.799177
0.504237 1.65782 0.396342
1.30868 1.06084 0.868499
1.30868 1.06084 0.868499
1.30868 1.06084 0.868499
1.30868 1.06084 0.868499
1.30868 1.06084 0.868499
0.135317 1.03691 1.37719
-0.929961 0.226597 1.372
-0.929961 0.226597 1.372
-1.2496 -0.31213 2.50838
-1.79451 0.433093 1.85191
-1.5131 0.18915 2.56182
-1.5131 0.18915 2.56182
-0.665674 0.325175 3.47639
