5.12731 0
5.14314 0.0158214
5.23476 0.0920809
5.01173 0.232338
5.04264 0.182603
4.93457 0.184146
4.95034 0.156429
4.89068 0.148027
4.87582 0.131391
4.86276 0.118243
4.90039 0.113382
4.86507 0.109361
4.90378 0.107788
4.91173 0.100109
4.88353 0.0973691
4.89096 0.0913826
4.88927 0.0858555
4.90221 0.0819722
4.882 0.0801286
4.87072 0.0768484
4.90137 0.0792634
4.88873 0.0766255
4.92909 0.0836053
4.92785 0.0800555
4.91352 0.0781121
4.91724 0.0751396
4.89821 0.0747632
4.89827 0.0720436
4.8939 0.069652
4.89145 0.0673347
4.89923 0.0655894
4.91066 0.0645261
4.91005 0.0625432
4.91022 0.060676
4.92865 0.0617305
4.92995 0.0600053
4.93321 0.0584524
4.93943 0.0572316
4.94066 0.0557585
4.93355 0.0548098
4.93222 0.0534729
4.92236 0.0531064
4.92348 0.0518687
4.91253 0.0518454
4.90932 0.0507817
4.90286 0.0500844
4.89193 0.0502102
4.88699 0.0494009
4.88941 0.0484427
4.89019 0.0474704
4.8914 0.046546
4.89149 0.0456422
4.89137 0.0447729
4.89256 0.0439523
4.89363 0.0431591
4.90308 0.0434213
4.90568 0.0427321
4.92674 0.046972
4.93017 0.0462962
4.9389 0.0463485
4.94189 0.0456802
4.94425 0.0449995
4.94385 0.0442813
4.95301 0.0445357
4.95851 0.0441889
4.96286 0.043731
4.96365 0.0430807
4.95838 0.042769
4.95648 0.0421875
4.95987 0.041719
4.95598 0.0413113
4.95715 0.0407504
4.95026 0.0407753
4.95404 0.0403981
4.95182 0.0399178
4.95966 0.0401617
4.95536 0.0398689
4.95192 0.0395048
4.9469 0.0393232
4.9503 0.0389779
4.9501 0.0384943
4.95573 0.038436
4.9591 0.0381197
4.95713 0.0377148
4.95464 0.0373517
4.95368 0.0369272
4.95207 0.0365359
4.95168 0.0361204
4.95409 0.0357935
4.95614 0.0354527
4.95361 0.0351523
4.95169 0.034821
4.95365 0.0345005
4.95416 0.0341352
4.95724 0.0339144
4.95254 0.0338869
4.94866 0.0337592
4.9459 0.0335267
4.94855 0.0332918
4.94723 0.0329836
