2.18285 1.3817 -0.218965
1.42846 -1.27335 -0.429508
1.42846 -1.27335 -0.429508
1.42846 -1.27335 -0.429508
0.153885 -1.8943 1.98982
0.882997 -1.92779 2.73037
0.882997 -1.92779 2.73037
0.882997 -1.92779 2.73037
0.882997 -1.92779 2.73037
0.882997 -1.92779 2.73037
-1.09816 -0.0947668 3.18622
-1.09816 -0.0947668 3.18622
-1.09816 -0.0947668 3.18622
-1.09816 -0.0947668 3.18622
-1.09816 -0.0947668 3.18622
0.787358 -1.30283 3.62451
-1.27057 -3.53488 2.27326
-1.27057 -3.53488 2.27326
0.739761 -2.64557 4.21686
0.739761 -2.64557 4.21686
0.739761 -2.64557 4.21686
0.739761 -2.64557 4.21686
2.16627 -2.02208 5.06327
2.54902 0.141923 3.88532
2.0773 -2.45706 2.36412
2.2976 0.376303 3.98086
2.2976 0.376303 3.98086
-0.230564 -0.0707342 1.66183
-0.230564 -0.0707342 1.66183
-0.0840429 0.792318 3.04083
-0.0840429 0.792318 3.04083
-0.0840429 0.792318 3.04083
-0.0840429 0.792318 3.04083
-0.0840429 0.792318 3.04083
-0.0840429 0.792318 3.04083
-0.0840429 0.792318 3.04083
1.07547 -0.164154 3.91742
-0.501563 -1.47838 2.75767
-0.501563 -1.47838 2.75767
-0.501563 -1.47838 2.75767
-0.501563 -1.47838 2.75767
-0.501563 -1.47838 2.75767
-0.501563 -1.47838 2.75767
0.563715 0.525933 2.53653
1.05003 -1.26928 3.90535
1.15262 -1.90003 4.25262
-1.70454 0.164849 5.54214
0.181443 -1.68174 3.13391
0.347905 0.0616263 5.90973
0.570423 -2.03361 3.48693
1.628 -1.90272 0.991277
1.84323 1.07469 3.55478
1.84323 1.07469 3.55478
1.84323 1.07469 3.55478
1.84323 1.07469 3.55478
1.84323 1.07469 3.55478
1.84323 1.07469 3.55478
-0.366757 -0.656226 0.854044
-0.366757 -0.656226 0.854044
-0.366757 -0.656226 0.854044
-0.626793 0.0462104 -2.08879
-0.626793 0.0462104 -2.08879
-0.626793 0.0462104 -2.08879
-0.626793 0.0462104 -2.08879
1.34846 1.77844 -4.73364
1.34846 1.77844 -4.73364
1.34846 1.77844 -4.73364
-1.27277 2.46764 -2.96468
-0.410123 -0.288407 -2.21079
-0.410123 -0.288407 -2.21079
-0.410123 -0.288407 -2.21079
-0.410123 -0.288407 -2.21079
-0.410123 -0.288407 -2.21079
-2.44462 -1.38183 -0.453713
-1.47104 0.920793 1.06418
-3.40345 -0.188501 -1.48954
-3.40345 -0.188501 -1.48954
-3.81188 -2.06976 -2.70027
-3.81188 -2.06976 -2.70027
-1.90513 -1.42546 -3.23754
-1.90513 -1.42546 -3.23754
-1.90513 -1.42546 -3.23754
-1.90513 -1.42546 -3.23754
-1.90513 -1.42546 -3.23754
0.109726 0.482853 -3.11953
0.109726 0.482853 -3.11953
0.109726 0.482853 -3.11953
0.109726 0.482853 -3.11953
0.109726 0.482853 -3.11953
0.692632 -0.150703 -1.45776
0.692632 -0.150703 -1.45776
0.692632 -0.150703 -1.45776
-0.793439 -1.08828 -1.1518
2.12224 1.25627 -2.86266
0.276109 3.85929 -4.40322
0.276109 3.85929 -4.40322
0.276109 3.85929 -4.40322
0.276109 3.85929 -4.40322
