4.86374 0
5.1272 0.263459
5.12659 0.152109
5.14754 0.109579
5.1866 0.0934367
5.17549 0.0770959
5.13533 0.0765392
5.11258 0.0700804
5.10296 0.0625489
5.08676 0.0582453
5.07777 0.0534462
5.0629 0.0510031
5.03997 0.0522236
5.04449 0.048561
5.03144 0.0470551
5.0135 0.0475312
5.01691 0.044778
5.00123 0.0450337
4.96658 0.054913
4.94301 0.057178
4.95304 0.0553047
4.94712 0.0530629
4.95299 0.0510426
4.95422 0.048885
4.9665 0.0484694
4.96016 0.0469971
4.94982 0.0463915
4.95088 0.0447166
4.95052 0.0431487
4.953 0.0417596
4.9533 0.0403912
4.9479 0.0394793
4.96573 0.0422114
4.95937 0.041441
4.9617 0.0403069
4.96902 0.0398481
4.98147 0.0407067
4.97521 0.0401111
4.97588 0.0390747
4.97743 0.0381172
4.98658 0.0382832
4.98282 0.0375488
4.97256 0.0380749
4.97763 0.0375438
4.9642 0.0390799
4.96556 0.0382452
4.9764 0.0389595
4.98383 0.0388557
4.98021 0.0382262
4.98007 0.0374541
4.99273 0.0388339
4.99128 0.0381075
4.9883 0.0374995
4.98759 0.0368054
4.98551 0.0361901
4.97886 0.0361548
4.98364 0.0358354
4.98277 0.0352228
4.98579 0.0347522
4.98214 0.0343629
4.98878 0.0344418
4.9842 0.0341907
4.98393 0.0336446
4.98148 0.0332058
4.98562 0.0329528
4.98122 0.0327473
4.98337 0.0323268
4.98132 0.0319137
4.97643 0.0318265
4.9778 0.0313984
4.98152 0.0311766
4.98477 0.0309118
4.99102 0.0311184
4.98811 0.030832
4.98793 0.0304187
4.98478 0.0301812
4.97986 0.0301897
4.97936 0.0298043
4.97969 0.0294265
4.97413 0.0295846
4.97234 0.0292715
4.97112 0.028938
4.96957 0.0286294
4.97353 0.028562
4.96781 0.0287969
4.96751 0.0284616
4.96389 0.0283646
4.96458 0.028049
4.9688 0.0280507
4.97161 0.0278797
4.97415 0.0276884
4.9791 0.0278286
4.97565 0.0277431
4.97464 0.0274651
4.97178 0.0273238
4.97202 0.0270388
4.96633 0.0273573
4.96366 0.0272077
4.96529 0.0269804
4.96542 0.0267095
